MapUnit_Name,veg_ha,pct_of_total
Total Burned Area,30.983175000031682,100
California Juniper / Blackbush Woodland Association,11.183056441378541,36.093965325913516
Joshua Tree - California Juniper / Nevada Ephedra Woodland Association,9.161597246505206,29.56958816033488
California Juniper / Muller Oak - Blackbush Woodland Association,4.945674851632537,15.962453336778685
Singleleaf Pinyon / Muller Oak Woodland Association,3.0750565584028084,9.924923957598482
Catclaw Acacia - Desert Almond Shrubland Association,1.173330615007464,3.7869928275790463
Catclaw Acacia - (Sweetbush - Desert Lavender) Shrubland Association,0.7411278743509203,2.392033335351081
Joshua Tree / Blackbush Woodland Association,0.7033314127542079,2.2700430564443077
