FIRE_NAME,YEAR_,min_RBR,max_RBR,mean_RBR,sd_RBR,area_ha
Previously Unburned,0,-0.03524429223533522,0.216704845853781,0.12165623903274536,0.05187312141060829,32.0687999999989
