FIRE_NAME,YEAR_,min_RBR,max_RBR,mean_RBR,sd_RBR,area_ha
WHISPERING PINES,2006,6.177650206283314e-4,0.4724638749875169,0.1930638700723648,0.10286905616521835,63.6127713610044
COVINGTON,1995,0.0012684672044587396,0.2601025012445674,0.0969124510884285,0.06435606628656387,2.52998622070897
Previously Unburned,0,6.927356784485082e-4,0.46721584185624,0.23921902477741241,0.09645920991897583,21.013242418281
