MapUnit_Name,veg_ha,pct_of_total
Total Burned Area,87.1560000000085,100
Singleleaf Pinyon / Muller Oak Woodland Association,48.44754899737008,55.58716439185524
Joshua Tree - California Juniper / Nevada Ephedra Woodland Association,19.31097662901331,22.156795434636088
Muller Oak - California Buckwheat - Narrowleaf Goldenbush Shrubland Association,9.56985376290707,10.980143378431933
California Juniper / Blackbush Woodland Association,5.116043756483836,5.869984575340007
Red Brome - Mediterranean Grass Semi-Natural Herbaceous Stands,3.0957693904753367,3.5519865419191277
Mojave Yucca - Blackbush Shrubland Association,1.3421753030060237,1.5399689097777465
Joshua Tree / Blackbush Woodland Association,0.2736321607528491,0.3139567680398623
