MapUnit_Name,min_RBR,max_RBR,mean_RBR,sd_RBR,area_ha,FIRE_NAME,YEAR_
Singleleaf Pinyon / Muller Oak Woodland Association,0.012717269361019135,0.21670287883994918,0.13308843970298767,0.04753981530666351,3.2710044830234604,Previously Unburned,0
Joshua Tree - California Juniper / Nevada Ephedra Woodland Association,-0.010898563328026285,0.2145320777967421,0.14313346147537231,0.04338795691728592,9.25460875898659,Previously Unburned,0
California Juniper / Blackbush Woodland Association,-0.021198859362621954,0.2120342946313046,0.1292310655117035,0.04454327002167702,11.900708959685836,Previously Unburned,0
Joshua Tree / Blackbush Woodland Association,-0.0030927183374653755,0.13620947649363782,0.0560150071978569,0.033501964062452316,0.549347721260856,Previously Unburned,0
NA,-0.037649743227047325,0.20110719640929842,0.08863634616136551,0.05065895989537239,5.177487379858253,Previously Unburned,0
NA,3.5142819979228085e-4,0.16798505293559743,0.0483001209795475,0.036524854600429535,0.720564715862833,Previously Unburned,0
NA,6.63240162658464e-4,0.16165653006761213,0.06608031690120697,0.04129193350672722,1.1950779813401924,Previously Unburned,0
