MapUnit_Name,min_RBR,max_RBR,mean_RBR,median_RBR,sd_RBR,n_pixels
Singleleaf Pinyon / Muller Oak Woodland Association,0.012717269361019135,0.21670287883994918,0.13308843970298767,0.1397480676420279,0.04753981530666351,120.25751495361328
Joshua Tree - California Juniper / Nevada Ephedra Woodland Association,-0.010898563328026285,0.2145320777967421,0.14313346147537231,0.15137632132808101,0.04338795691728592,340.24298095703125
California Juniper / Blackbush Woodland Association,-0.021198859362621954,0.2120342946313046,0.1292310655117035,0.13405805706987617,0.04454327002167702,437.52606201171875
Joshua Tree / Blackbush Woodland Association,-0.0030927183374653755,0.13620947649363782,0.0560150071978569,0.042987262128331,0.033501964062452316,20.19660758972168
